File,Lines,SLOC,CLOC,Funcs,Classes,object,case object,class,case class,abstract class,trait,extends,with
persistence/src/main/scala/de/htwg/zeta/persistence/actorCache/ActorCacheFileRepository.scala,114,72,29,6,1,0,0,1,0,0,0,1,0
persistence/src/main/scala/de/htwg/zeta/persistence/actorCache/ActorCacheLoginInfoRepository.scala,114,72,29,6,1,0,0,1,0,0,0,1,0
persistence/src/main/scala/de/htwg/zeta/persistence/actorCache/ActorCachePasswordInfoRepository.scala,130,80,35,7,1,0,0,1,0,0,0,1,0
persistence/src/main/scala/de/htwg/zeta/persistence/actorCache/EntityCacheActor.scala,111,83,0,10,7,2,1,5,4,0,0,1,0
persistence/src/main/scala/de/htwg/zeta/persistence/actorCache/FileCacheActor.scala,112,85,0,10,7,2,1,5,4,0,0,1,1
persistence/src/main/scala/de/htwg/zeta/persistence/actorCache/LoginInfoCacheActor.scala,112,83,0,10,7,2,1,5,4,0,0,1,1
persistence/src/main/scala/de/htwg/zeta/persistence/actorCache/PasswordInfoCacheActor.scala,121,92,0,11,8,2,1,6,5,0,0,1,1
persistence/src/main/scala/de/htwg/zeta/persistence/authInfo/ZetaLoginInfo.scala,29,21,0,2,2,1,0,1,1,0,0,1,0
persistence/src/main/scala/de/htwg/zeta/persistence/authInfo/ZetaPasswordInfo.scala,34,27,0,2,2,1,0,1,1,0,0,1,0
persistence/src/main/scala/de/htwg/zeta/persistence/general/EntityRepository.scala,140,58,53,9,0,0,0,0,0,0,15,14,0
persistence/src/main/scala/de/htwg/zeta/persistence/general/FileRepository.scala,74,22,39,7,0,0,0,0,0,0,1,0,0
persistence/src/main/scala/de/htwg/zeta/persistence/general/LoginInfoRepository.scala,51,11,29,5,0,0,0,0,0,0,1,0,0
persistence/src/main/scala/de/htwg/zeta/persistence/general/PasswordInfoRepository.scala,58,12,35,6,0,0,0,0,0,0,1,0,0
persistence/src/main/scala/de/htwg/zeta/persistence/general/TokenCache.scala,38,8,21,3,0,0,0,0,0,0,1,0,0
persistence/src/main/scala/de/htwg/zeta/persistence/mongo/ExplicitBsonPlayFormat.scala,31,22,0,3,3,1,0,2,0,0,0,2,2
persistence/src/main/scala/de/htwg/zeta/persistence/mongo/MongoEntityRepository.scala,268,209,25,6,17,2,0,15,0,1,0,16,14
persistence/src/main/scala/de/htwg/zeta/persistence/mongo/MongoFileRepository.scala,118,74,26,5,2,1,0,1,0,0,0,1,0
persistence/src/main/scala/de/htwg/zeta/persistence/mongo/MongoHandler.scala,33,21,0,2,3,2,0,1,1,0,0,1,0
persistence/src/main/scala/de/htwg/zeta/persistence/mongo/MongoLoginInfoRepository.scala,144,92,27,6,3,2,0,1,0,0,0,2,0
persistence/src/main/scala/de/htwg/zeta/persistence/mongo/MongoPasswordInfoRepository.scala,148,93,32,6,2,1,0,1,0,0,0,1,0
persistence/src/main/scala/de/htwg/zeta/persistence/mongo/MongoPlayConversionHelper.scala,24,17,0,2,1,1,0,0,0,0,0,0,0
persistence/src/main/scala/de/htwg/zeta/persistence/PersistenceModule.scala,270,234,10,21,1,0,0,1,0,0,0,1,1
persistence/src/main/scala/de/htwg/zeta/persistence/transient/TransientEntityRepository.scala,159,128,4,5,15,0,0,15,0,1,0,15,14
persistence/src/main/scala/de/htwg/zeta/persistence/transient/TransientFileRepository.scala,85,43,29,5,2,0,0,2,1,0,0,1,0
persistence/src/main/scala/de/htwg/zeta/persistence/transient/TransientLoginInfoRepository.scala,89,47,30,5,1,0,0,1,0,0,0,1,0
persistence/src/main/scala/de/htwg/zeta/persistence/transient/TransientPasswordInfoRepository.scala,87,39,35,6,1,0,0,1,0,0,0,1,0
persistence/src/main/scala/de/htwg/zeta/persistence/transient/TransientTokenCache.scala,74,38,23,3,2,0,0,2,1,0,0,1,1
server/app/controllers/ScalaRoutes.scala,233,115,26,89,1,0,0,1,0,0,0,1,1
server/app/de/htwg/zeta/server/actor/AbstractMediatorActor.scala,55,37,3,5,3,1,0,2,1,1,0,1,0
server/app/de/htwg/zeta/server/controller/ActivateAccountController.scala,89,59,19,2,1,0,0,1,0,0,0,1,0
server/app/de/htwg/zeta/server/controller/ApplicationController.scala,56,27,20,3,1,0,0,1,0,0,0,1,0
server/app/de/htwg/zeta/server/controller/ChangePasswordController.scala,75,45,22,2,1,0,0,1,0,0,0,1,0
server/app/de/htwg/zeta/server/controller/codeEditor/CodeEditorController.scala,49,38,0,4,1,0,0,1,0,0,0,1,0
server/app/de/htwg/zeta/server/controller/DynamicFileController.scala,31,24,0,1,1,0,0,1,0,0,0,1,0
server/app/de/htwg/zeta/server/controller/ForgotPasswordController.scala,83,54,20,2,1,0,0,1,0,0,0,1,0
server/app/de/htwg/zeta/server/controller/generatorControlForwader/DirectForwarder.scala,17,12,0,2,2,1,0,1,0,0,0,1,0
server/app/de/htwg/zeta/server/controller/generatorControlForwader/GeneratorControlController.scala,100,56,26,3,1,0,0,1,0,0,0,1,1
server/app/de/htwg/zeta/server/controller/generatorControlForwader/GeneratorControlForwarder.scala,60,44,0,8,4,2,0,2,0,0,1,2,1
server/app/de/htwg/zeta/server/controller/generatorControlForwader/GeneratorControlRemoteClient.scala,20,14,0,0,1,0,0,1,0,0,0,0,0
server/app/de/htwg/zeta/server/controller/generatorControlForwader/RemoteService.scala,20,14,1,2,2,1,0,1,0,0,0,0,0
server/app/de/htwg/zeta/server/controller/MetaModelController.scala,42,33,0,2,1,0,0,1,0,0,0,1,0
server/app/de/htwg/zeta/server/controller/ModelController.scala,35,28,0,1,1,0,0,1,0,0,0,1,0
server/app/de/htwg/zeta/server/controller/ModelEditorGeneratorController.scala,115,97,0,7,2,1,0,1,0,0,0,1,0
server/app/de/htwg/zeta/server/controller/ResetPasswordController.scala,88,56,20,2,2,1,0,1,0,0,0,1,0
server/app/de/htwg/zeta/server/controller/restApi/BondedTaskRestApi.scala,81,49,21,6,1,0,0,1,0,0,0,1,0
server/app/de/htwg/zeta/server/controller/restApi/EventDrivenTaskRestApi.scala,82,51,19,6,1,0,0,1,0,0,0,1,0
server/app/de/htwg/zeta/server/controller/restApi/FileRestApi.scala,82,56,16,4,1,0,0,1,0,0,0,1,1
server/app/de/htwg/zeta/server/controller/restApi/FilterRestApi.scala,165,115,25,13,1,0,0,1,0,0,0,1,1
server/app/de/htwg/zeta/server/controller/restApi/GeneratorImageRestApi.scala,51,34,8,3,1,0,0,1,0,0,0,1,1
server/app/de/htwg/zeta/server/controller/restApi/GeneratorRestApi.scala,94,60,20,7,1,0,0,1,0,0,0,1,1
server/app/de/htwg/zeta/server/controller/restApi/GraphicalDslRestApi.scala,339,250,55,21,1,0,0,1,0,0,0,1,1
server/app/de/htwg/zeta/server/controller/restApi/MetaModelReleaseRestApi.scala,50,32,8,3,1,0,0,1,0,0,0,1,1
server/app/de/htwg/zeta/server/controller/restApi/ModelRestApi.scala,216,161,31,15,1,0,0,1,0,0,0,1,1
server/app/de/htwg/zeta/server/controller/restApi/RestApiController.scala,50,40,3,3,1,0,0,1,0,0,0,1,1
server/app/de/htwg/zeta/server/controller/restApi/TimedTaskRestApi.scala,79,49,19,6,1,0,0,1,0,0,0,1,0
server/app/de/htwg/zeta/server/controller/SignInController.scala,103,76,20,2,1,0,0,1,0,0,0,1,0
server/app/de/htwg/zeta/server/controller/SignUpController.scala,120,88,20,4,1,0,0,1,0,0,0,1,0
server/app/de/htwg/zeta/server/controller/WebAppController.scala,63,44,6,4,1,0,0,1,0,0,0,1,1
server/app/de/htwg/zeta/server/controller/webpage/WebpageController.scala,83,67,1,5,1,0,0,1,0,0,0,1,0
server/app/de/htwg/zeta/server/forms/ChangePasswordForm.scala,19,9,6,0,1,1,0,0,0,0,0,0,0
server/app/de/htwg/zeta/server/forms/ForgotPasswordForm.scala,18,8,6,0,1,1,0,0,0,0,0,0,0
server/app/de/htwg/zeta/server/forms/ResetPasswordForm.scala,18,8,6,0,1,1,0,0,0,0,0,0,0
server/app/de/htwg/zeta/server/forms/SignInForm.scala,34,16,13,0,2,1,0,1,1,0,0,0,0
server/app/de/htwg/zeta/server/forms/SignUpForm.scala,37,18,14,0,2,1,0,1,1,0,0,0,0
server/app/de/htwg/zeta/server/generator/generators/diagram/DiagramGenerator.scala,40,22,10,2,1,1,0,0,0,0,0,0,0
server/app/de/htwg/zeta/server/generator/generators/diagram/LinkhelperGenerator.scala,84,36,3,9,1,1,0,0,0,0,0,0,0
server/app/de/htwg/zeta/server/generator/generators/diagram/StencilGenerator.scala,194,125,4,14,1,1,0,0,0,0,0,0,0
server/app/de/htwg/zeta/server/generator/generators/diagram/ValidatorGenerator.scala,286,153,15,19,1,1,0,0,0,0,0,0,0
server/app/de/htwg/zeta/server/generator/generators/shape/GeneratorConnectionDefinition.scala,425,216,9,33,1,1,0,0,0,0,0,0,0
server/app/de/htwg/zeta/server/generator/generators/shape/GeneratorInspectorDefinition.scala,532,114,7,19,1,1,0,0,0,0,0,0,0
server/app/de/htwg/zeta/server/generator/generators/shape/GeneratorShapeAndInlineStyle.scala,157,109,7,11,1,1,0,0,0,0,0,0,0
server/app/de/htwg/zeta/server/generator/generators/shape/GeneratorShapeDefinition.scala,706,505,17,77,1,1,0,0,0,0,0,0,0
server/app/de/htwg/zeta/server/generator/generators/shape/ShapeGenerator.scala,54,26,13,2,1,1,0,0,0,0,0,0,0
server/app/de/htwg/zeta/server/generator/generators/style/StyleGenerator.scala,272,149,25,19,1,1,0,0,0,0,0,0,0
server/app/de/htwg/zeta/server/generator/model/ClassHierarchy.scala,117,78,16,16,3,1,0,2,1,0,0,1,0
server/app/de/htwg/zeta/server/generator/model/ContainerElement.scala,10,5,2,1,0,0,0,0,0,0,1,0,0
server/app/de/htwg/zeta/server/generator/model/diagram/action/Action.scala,9,6,0,2,2,1,0,1,0,0,0,0,0
server/app/de/htwg/zeta/server/generator/model/diagram/action/ActionGroup.scala,18,11,4,2,2,1,0,1,0,0,0,0,0
server/app/de/htwg/zeta/server/generator/model/diagram/action/ActionInclude.scala,15,10,0,2,2,1,0,1,0,0,0,0,0
server/app/de/htwg/zeta/server/generator/model/diagram/action/Actions.scala,11,5,4,0,0,0,0,0,0,0,1,0,0
server/app/de/htwg/zeta/server/generator/model/diagram/Diagram.scala,38,28,4,1,2,1,0,1,0,0,0,1,0
server/app/de/htwg/zeta/server/generator/model/diagram/edge/Connection.scala,25,18,4,0,1,0,0,1,0,0,0,0,0
server/app/de/htwg/zeta/server/generator/model/diagram/edge/Edge.scala,37,28,5,0,1,0,0,1,1,0,0,1,1
server/app/de/htwg/zeta/server/generator/model/diagram/methodes/Methode.scala,19,12,3,0,1,0,0,1,1,0,1,0,0
server/app/de/htwg/zeta/server/generator/model/diagram/methodes/Methodes.scala,11,6,3,0,0,0,0,0,0,0,1,0,0
server/app/de/htwg/zeta/server/generator/model/diagram/methodes/OnCreate.scala,16,6,5,0,1,0,0,1,1,0,0,1,0
server/app/de/htwg/zeta/server/generator/model/diagram/methodes/OnDelete.scala,8,2,4,0,1,0,0,1,1,0,0,1,0
server/app/de/htwg/zeta/server/generator/model/diagram/methodes/OnUpdate.scala,4,2,0,0,1,0,0,1,1,0,0,1,0
server/app/de/htwg/zeta/server/generator/model/diagram/node/DiaShape.scala,90,63,10,6,1,0,0,1,0,0,0,0,0
server/app/de/htwg/zeta/server/generator/model/diagram/node/Node.scala,35,26,5,0,1,0,0,1,1,0,0,1,1
server/app/de/htwg/zeta/server/generator/model/diagram/traits/Container.scala,9,4,3,0,0,0,0,0,0,0,1,0,0
server/app/de/htwg/zeta/server/generator/model/diagram/traits/Palette.scala,9,4,3,0,0,0,0,0,0,0,1,0,0
server/app/de/htwg/zeta/server/generator/model/shapecontainer/connection/Connection.scala,87,60,13,2,5,3,2,2,0,0,0,4,0
server/app/de/htwg/zeta/server/generator/model/shapecontainer/connection/Placing.scala,40,28,5,4,2,1,0,1,0,0,0,1,0
server/app/de/htwg/zeta/server/generator/model/shapecontainer/connection/shapeconnections/CDEllipse.scala,16,8,4,0,1,0,0,1,0,0,0,1,0
server/app/de/htwg/zeta/server/generator/model/shapecontainer/connection/shapeconnections/CDLine.scala,16,8,3,0,1,0,0,1,0,0,0,1,1
server/app/de/htwg/zeta/server/generator/model/shapecontainer/connection/shapeconnections/CDPolygon.scala,17,9,4,0,1,0,0,1,0,0,0,1,0
server/app/de/htwg/zeta/server/generator/model/shapecontainer/connection/shapeconnections/CDPolyLine.scala,19,13,3,0,1,0,0,1,0,0,0,1,1
server/app/de/htwg/zeta/server/generator/model/shapecontainer/connection/shapeconnections/CDRectangle.scala,16,9,3,0,1,0,0,1,0,0,0,1,1
server/app/de/htwg/zeta/server/generator/model/shapecontainer/connection/shapeconnections/CDRoundedRectangle.scala,18,11,3,0,1,0,0,1,0,0,0,1,1
server/app/de/htwg/zeta/server/generator/model/shapecontainer/connection/shapeconnections/CDText.scala,21,14,3,0,1,0,0,1,0,0,0,1,1
server/app/de/htwg/zeta/server/generator/model/shapecontainer/connection/shapeconnections/ShapeConnection.scala,8,2,4,0,1,0,0,1,0,1,0,0,0
